Year,OBS_STATUS,UNIT_MULT,NATURE,FREQ,REPORTING_TYPE,SERIES,REF_AREA,SEX,UNIT_MEASURE,Value
2015,A,0,C,A,N,SH_TBS_INCD,KG11,,PER_100000_POP,132.924152
2016,A,0,C,A,N,SH_TBS_INCD,KG11,,PER_100000_POP,114.6052
2017,A,0,C,A,N,SH_TBS_INCD,KG11,,PER_100000_POP,113.1
2018,A,0,C,A,N,SH_TBS_INCD,KG11,,PER_100000_POP,102.592405
2019,A,0,C,A,N,SH_TBS_INCD,KG11,,PER_100000_POP,95.33145
2007,A,0,C,A,N,SH_TBS_INCD,KG11,F,PER_100000_POP,121.389891
2008,A,0,C,A,N,SH_TBS_INCD,KG11,F,PER_100000_POP,101.464217
2009,A,0,C,A,N,SH_TBS_INCD,KG11,F,PER_100000_POP,90.39282
2010,A,0,C,A,N,SH_TBS_INCD,KG11,F,PER_100000_POP,91.9
2011,A,0,C,A,N,SH_TBS_INCD,KG11,F,PER_100000_POP,90.229385
2012,A,0,C,A,N,SH_TBS_INCD,KG11,F,PER_100000_POP,97.405136
2013,A,0,C,A,N,SH_TBS_INCD,KG11,F,PER_100000_POP,110.2
2014,A,0,C,A,N,SH_TBS_INCD,KG11,F,PER_100000_POP,108.1
2015,A,0,C,A,N,SH_TBS_INCD,KG11,F,PER_100000_POP,103.1
2016,A,0,C,A,N,SH_TBS_INCD,KG11,F,PER_100000_POP,92.2
2017,A,0,C,A,N,SH_TBS_INCD,KG11,F,PER_100000_POP,91.3
2018,A,0,C,A,N,SH_TBS_INCD,KG11,F,PER_100000_POP,75.045722
2019,A,0,C,A,N,SH_TBS_INCD,KG11,F,PER_100000_POP,69.840615
2007,A,0,C,A,N,SH_TBS_INCD,KG11,M,PER_100000_POP,232.398826
2008,A,0,C,A,N,SH_TBS_INCD,KG11,M,PER_100000_POP,146.699891
2009,A,0,C,A,N,SH_TBS_INCD,KG11,M,PER_100000_POP,142.327909
2010,A,0,C,A,N,SH_TBS_INCD,KG11,M,PER_100000_POP,137.6
2011,A,0,C,A,N,SH_TBS_INCD,KG11,M,PER_100000_POP,143.529739
2012,A,0,C,A,N,SH_TBS_INCD,KG11,M,PER_100000_POP,153.949048
2013,A,0,C,A,N,SH_TBS_INCD,KG11,M,PER_100000_POP,145.0
2014,A,0,C,A,N,SH_TBS_INCD,KG11,M,PER_100000_POP,162.1
2015,A,0,C,A,N,SH_TBS_INCD,KG11,M,PER_100000_POP,167.0
2016,A,0,C,A,N,SH_TBS_INCD,KG11,M,PER_100000_POP,140.2
2017,A,0,C,A,N,SH_TBS_INCD,KG11,M,PER_100000_POP,137.8
2018,A,0,C,A,N,SH_TBS_INCD,KG11,M,PER_100000_POP,133.887972
2019,A,0,C,A,N,SH_TBS_INCD,KG11,M,PER_100000_POP,124.207562
2007,A,0,C,A,N,SH_TBS_INCD,KG21,,PER_100000_POP,103.296686
2008,A,0,C,A,N,SH_TBS_INCD,KG21,,PER_100000_POP,99.531522
2009,A,0,C,A,N,SH_TBS_INCD,KG21,,PER_100000_POP,99.784188
2010,A,0,C,A,N,SH_TBS_INCD,KG21,,PER_100000_POP,85.444525
2011,A,0,C,A,N,SH_TBS_INCD,KG21,,PER_100000_POP,88.724902
2012,A,0,C,A,N,SH_TBS_INCD,KG21,,PER_100000_POP,98.392408
2013,A,0,C,A,N,SH_TBS_INCD,KG21,,PER_100000_POP,83.705251
2014,A,0,C,A,N,SH_TBS_INCD,KG21,,PER_100000_POP,103.082002
2015,A,0,C,A,N,SH_TBS_INCD,KG21,,PER_100000_POP,89.736358
2016,A,0,C,A,N,SH_TBS_INCD,KG21,,PER_100000_POP,92.52618
2017,A,0,C,A,N,SH_TBS_INCD,KG21,,PER_100000_POP,89.7
2018,A,0,C,A,N,SH_TBS_INCD,KG21,,PER_100000_POP,84.314452
2019,A,0,C,A,N,SH_TBS_INCD,KG21,,PER_100000_POP,79.086776
2007,A,0,C,A,N,SH_TBS_INCD,KG21,F,PER_100000_POP,83.113365
2008,A,0,C,A,N,SH_TBS_INCD,KG21,F,PER_100000_POP,63.749059
2009,A,0,C,A,N,SH_TBS_INCD,KG21,F,PER_100000_POP,82.603422
2010,A,0,C,A,N,SH_TBS_INCD,KG21,F,PER_100000_POP,68.0
2011,A,0,C,A,N,SH_TBS_INCD,KG21,F,PER_100000_POP,75.035079
2012,A,0,C,A,N,SH_TBS_INCD,KG21,F,PER_100000_POP,78.139535
2013,A,0,C,A,N,SH_TBS_INCD,KG21,F,PER_100000_POP,64.4
2014,A,0,C,A,N,SH_TBS_INCD,KG21,F,PER_100000_POP,92.2
2015,A,0,C,A,N,SH_TBS_INCD,KG21,F,PER_100000_POP,78.5
2016,A,0,C,A,N,SH_TBS_INCD,KG21,F,PER_100000_POP,77.6
2017,A,0,C,A,N,SH_TBS_INCD,KG21,F,PER_100000_POP,75.3
2018,A,0,C,A,N,SH_TBS_INCD,KG21,F,PER_100000_POP,83.024189
2019,A,0,C,A,N,SH_TBS_INCD,KG21,F,PER_100000_POP,76.750352
2007,A,0,C,A,N,SH_TBS_INCD,KG21,M,PER_100000_POP,125.184647
2008,A,0,C,A,N,SH_TBS_INCD,KG21,M,PER_100000_POP,138.35178
2009,A,0,C,A,N,SH_TBS_INCD,KG21,M,PER_100000_POP,118.375597
2010,A,0,C,A,N,SH_TBS_INCD,KG21,M,PER_100000_POP,104.4
2011,A,0,C,A,N,SH_TBS_INCD,KG21,M,PER_100000_POP,103.609189
2012,A,0,C,A,N,SH_TBS_INCD,KG21,M,PER_100000_POP,120.379721
2013,A,0,C,A,N,SH_TBS_INCD,KG21,M,PER_100000_POP,104.5
2014,A,0,C,A,N,SH_TBS_INCD,KG21,M,PER_100000_POP,114.8
2015,A,0,C,A,N,SH_TBS_INCD,KG21,M,PER_100000_POP,101.8
2016,A,0,C,A,N,SH_TBS_INCD,KG21,M,PER_100000_POP,108.5
2017,A,0,C,A,N,SH_TBS_INCD,KG21,M,PER_100000_POP,105.2
2018,A,0,C,A,N,SH_TBS_INCD,KG21,M,PER_100000_POP,85.689803
2019,A,0,C,A,N,SH_TBS_INCD,KG21,M,PER_100000_POP,81.569918
