Year,OBS_STATUS,UNIT_MULT,NATURE,FREQ,REPORTING_TYPE,SERIES,REF_AREA,SEX,UNIT_MEASURE,Value
2013,A,0,C,A,N,_L_KG_030901_1,KG02,M,PER_100000_POP,22
2014,A,0,C,A,N,_L_KG_030901_1,KG02,M,PER_100000_POP,44
2015,A,0,C,A,N,_L_KG_030901_1,KG02,M,PER_100000_POP,4
2016,A,0,C,A,N,_L_KG_030901_1,KG02,M,PER_100000_POP,13
2017,A,0,C,A,N,_L_KG_030901_1,KG02,M,PER_100000_POP,17
2018,A,0,C,A,N,_L_KG_030901_1,KG02,M,PER_100000_POP,17
2019,A,0,C,A,N,_L_KG_030901_1,KG02,M,PER_100000_POP,8
2007,A,0,C,A,N,_L_KG_030901_1,KG04,,PER_100000_POP,12
2010,A,0,C,A,N,_L_KG_030901_1,KG04,,PER_100000_POP,4
2013,A,0,C,A,N,_L_KG_030901_1,KG04,,PER_100000_POP,4
2018,A,0,C,A,N,_L_KG_030901_1,KG04,,PER_100000_POP,11
2007,A,0,C,A,N,_L_KG_030901_1,KG04,F,PER_100000_POP,8
2018,A,0,C,A,N,_L_KG_030901_1,KG04,F,PER_100000_POP,7
2007,A,0,C,A,N,_L_KG_030901_1,KG04,M,PER_100000_POP,15
2010,A,0,C,A,N,_L_KG_030901_1,KG04,M,PER_100000_POP,8
2013,A,0,C,A,N,_L_KG_030901_1,KG04,M,PER_100000_POP,7
2018,A,0,C,A,N,_L_KG_030901_1,KG04,M,PER_100000_POP,14
2008,A,0,C,A,N,_L_KG_030901_1,KG06,,PER_100000_POP,2
2009,A,0,C,A,N,_L_KG_030901_1,KG06,,PER_100000_POP,3
2011,A,0,C,A,N,_L_KG_030901_1,KG06,,PER_100000_POP,1
2012,A,0,C,A,N,_L_KG_030901_1,KG06,,PER_100000_POP,3
2015,A,0,C,A,N,_L_KG_030901_1,KG06,,PER_100000_POP,3
2016,A,0,C,A,N,_L_KG_030901_1,KG06,,PER_100000_POP,2
2017,A,0,C,A,N,_L_KG_030901_1,KG06,,PER_100000_POP,2
2018,A,0,C,A,N,_L_KG_030901_1,KG06,,PER_100000_POP,2
2019,A,0,C,A,N,_L_KG_030901_1,KG06,,PER_100000_POP,4
2008,A,0,C,A,N,_L_KG_030901_1,KG06,F,PER_100000_POP,2
2012,A,0,C,A,N,_L_KG_030901_1,KG06,F,PER_100000_POP,3
2015,A,0,C,A,N,_L_KG_030901_1,KG06,F,PER_100000_POP,2
2017,A,0,C,A,N,_L_KG_030901_1,KG06,F,PER_100000_POP,3
2019,A,0,C,A,N,_L_KG_030901_1,KG06,F,PER_100000_POP,3
2008,A,0,C,A,N,_L_KG_030901_1,KG06,M,PER_100000_POP,2
2009,A,0,C,A,N,_L_KG_030901_1,KG06,M,PER_100000_POP,5
2011,A,0,C,A,N,_L_KG_030901_1,KG06,M,PER_100000_POP,2
2012,A,0,C,A,N,_L_KG_030901_1,KG06,M,PER_100000_POP,3
2015,A,0,C,A,N,_L_KG_030901_1,KG06,M,PER_100000_POP,5
2016,A,0,C,A,N,_L_KG_030901_1,KG06,M,PER_100000_POP,5
2018,A,0,C,A,N,_L_KG_030901_1,KG06,M,PER_100000_POP,3
2019,A,0,C,A,N,_L_KG_030901_1,KG06,M,PER_100000_POP,6
2008,A,0,C,A,N,_L_KG_030901_1,KG07,,PER_100000_POP,9
2009,A,0,C,A,N,_L_KG_030901_1,KG07,,PER_100000_POP,4
2013,A,0,C,A,N,_L_KG_030901_1,KG07,,PER_100000_POP,4
2014,A,0,C,A,N,_L_KG_030901_1,KG07,,PER_100000_POP,4
2015,A,0,C,A,N,_L_KG_030901_1,KG07,,PER_100000_POP,4
2016,A,0,C,A,N,_L_KG_030901_1,KG07,,PER_100000_POP,4
2019,A,0,C,A,N,_L_KG_030901_1,KG07,,PER_100000_POP,4
2008,A,0,C,A,N,_L_KG_030901_1,KG07,M,PER_100000_POP,18
2009,A,0,C,A,N,_L_KG_030901_1,KG07,M,PER_100000_POP,9
2013,A,0,C,A,N,_L_KG_030901_1,KG07,M,PER_100000_POP,8
2014,A,0,C,A,N,_L_KG_030901_1,KG07,M,PER_100000_POP,8
2015,A,0,C,A,N,_L_KG_030901_1,KG07,M,PER_100000_POP,8
2016,A,0,C,A,N,_L_KG_030901_1,KG07,M,PER_100000_POP,8
2019,A,0,C,A,N,_L_KG_030901_1,KG07,M,PER_100000_POP,7
2007,A,0,C,A,N,_L_KG_030901_1,KG08,,PER_100000_POP,42
2008,A,0,C,A,N,_L_KG_030901_1,KG08,,PER_100000_POP,61
2009,A,0,C,A,N,_L_KG_030901_1,KG08,,PER_100000_POP,30
2010,A,0,C,A,N,_L_KG_030901_1,KG08,,PER_100000_POP,32
2011,A,0,C,A,N,_L_KG_030901_1,KG08,,PER_100000_POP,23
2012,A,0,C,A,N,_L_KG_030901_1,KG08,,PER_100000_POP,31
2013,A,0,C,A,N,_L_KG_030901_1,KG08,,PER_100000_POP,22
2014,A,0,C,A,N,_L_KG_030901_1,KG08,,PER_100000_POP,19
2015,A,0,C,A,N,_L_KG_030901_1,KG08,,PER_100000_POP,20
2016,A,0,C,A,N,_L_KG_030901_1,KG08,,PER_100000_POP,22
2017,A,0,C,A,N,_L_KG_030901_1,KG08,,PER_100000_POP,22
2018,A,0,C,A,N,_L_KG_030901_1,KG08,,PER_100000_POP,26
2019,A,0,C,A,N,_L_KG_030901_1,KG08,,PER_100000_POP,20
2007,A,0,C,A,N,_L_KG_030901_1,KG08,F,PER_100000_POP,25
2008,A,0,C,A,N,_L_KG_030901_1,KG08,F,PER_100000_POP,44
2009,A,0,C,A,N,_L_KG_030901_1,KG08,F,PER_100000_POP,24
2010,A,0,C,A,N,_L_KG_030901_1,KG08,F,PER_100000_POP,22
2011,A,0,C,A,N,_L_KG_030901_1,KG08,F,PER_100000_POP,5
2012,A,0,C,A,N,_L_KG_030901_1,KG08,F,PER_100000_POP,17
2013,A,0,C,A,N,_L_KG_030901_1,KG08,F,PER_100000_POP,7
2014,A,0,C,A,N,_L_KG_030901_1,KG08,F,PER_100000_POP,7
2015,A,0,C,A,N,_L_KG_030901_1,KG08,F,PER_100000_POP,16
2016,A,0,C,A,N,_L_KG_030901_1,KG08,F,PER_100000_POP,4
2017,A,0,C,A,N,_L_KG_030901_1,KG08,F,PER_100000_POP,13
2018,A,0,C,A,N,_L_KG_030901_1,KG08,F,PER_100000_POP,17
2019,A,0,C,A,N,_L_KG_030901_1,KG08,F,PER_100000_POP,8
2007,A,0,C,A,N,_L_KG_030901_1,KG08,M,PER_100000_POP,59
2008,A,0,C,A,N,_L_KG_030901_1,KG08,M,PER_100000_POP,79
2009,A,0,C,A,N,_L_KG_030901_1,KG08,M,PER_100000_POP,35
2010,A,0,C,A,N,_L_KG_030901_1,KG08,M,PER_100000_POP,43
2011,A,0,C,A,N,_L_KG_030901_1,KG08,M,PER_100000_POP,42
2012,A,0,C,A,N,_L_KG_030901_1,KG08,M,PER_100000_POP,46
2013,A,0,C,A,N,_L_KG_030901_1,KG08,M,PER_100000_POP,38
2014,A,0,C,A,N,_L_KG_030901_1,KG08,M,PER_100000_POP,31
2015,A,0,C,A,N,_L_KG_030901_1,KG08,M,PER_100000_POP,25
2016,A,0,C,A,N,_L_KG_030901_1,KG08,M,PER_100000_POP,41
2017,A,0,C,A,N,_L_KG_030901_1,KG08,M,PER_100000_POP,31
2018,A,0,C,A,N,_L_KG_030901_1,KG08,M,PER_100000_POP,35
2019,A,0,C,A,N,_L_KG_030901_1,KG08,M,PER_100000_POP,32
2007,A,0,C,A,N,_L_KG_030901_1,KG11,,PER_100000_POP,32
2008,A,0,C,A,N,_L_KG_030901_1,KG11,,PER_100000_POP,34
2009,A,0,C,A,N,_L_KG_030901_1,KG11,,PER_100000_POP,18
2010,A,0,C,A,N,_L_KG_030901_1,KG11,,PER_100000_POP,9
2011,A,0,C,A,N,_L_KG_030901_1,KG11,,PER_100000_POP,23
2012,A,0,C,A,N,_L_KG_030901_1,KG11,,PER_100000_POP,26
2013,A,0,C,A,N,_L_KG_030901_1,KG11,,PER_100000_POP,19
2014,A,0,C,A,N,_L_KG_030901_1,KG11,,PER_100000_POP,19
2015,A,0,C,A,N,_L_KG_030901_1,KG11,,PER_100000_POP,11
2016,A,0,C,A,N,_L_KG_030901_1,KG11,,PER_100000_POP,15
2017,A,0,C,A,N,_L_KG_030901_1,KG11,,PER_100000_POP,9
2018,A,0,C,A,N,_L_KG_030901_1,KG11,,PER_100000_POP,13
2019,A,0,C,A,N,_L_KG_030901_1,KG11,,PER_100000_POP,4
2007,A,0,C,A,N,_L_KG_030901_1,KG11,F,PER_100000_POP,23
2008,A,0,C,A,N,_L_KG_030901_1,KG11,F,PER_100000_POP,27
2009,A,0,C,A,N,_L_KG_030901_1,KG11,F,PER_100000_POP,11
2010,A,0,C,A,N,_L_KG_030901_1,KG11,F,PER_100000_POP,4
2011,A,0,C,A,N,_L_KG_030901_1,KG11,F,PER_100000_POP,11
2012,A,0,C,A,N,_L_KG_030901_1,KG11,F,PER_100000_POP,15
2013,A,0,C,A,N,_L_KG_030901_1,KG11,F,PER_100000_POP,14
2014,A,0,C,A,N,_L_KG_030901_1,KG11,F,PER_100000_POP,12
2015,A,0,C,A,N,_L_KG_030901_1,KG11,F,PER_100000_POP,4
2016,A,0,C,A,N,_L_KG_030901_1,KG11,F,PER_100000_POP,15
2017,A,0,C,A,N,_L_KG_030901_1,KG11,F,PER_100000_POP,4
2018,A,0,C,A,N,_L_KG_030901_1,KG11,F,PER_100000_POP,7
2019,A,0,C,A,N,_L_KG_030901_1,KG11,F,PER_100000_POP,2
2007,A,0,C,A,N,_L_KG_030901_1,KG11,M,PER_100000_POP,42
2008,A,0,C,A,N,_L_KG_030901_1,KG11,M,PER_100000_POP,42
2009,A,0,C,A,N,_L_KG_030901_1,KG11,M,PER_100000_POP,26
2010,A,0,C,A,N,_L_KG_030901_1,KG11,M,PER_100000_POP,15
2011,A,0,C,A,N,_L_KG_030901_1,KG11,M,PER_100000_POP,37
2012,A,0,C,A,N,_L_KG_030901_1,KG11,M,PER_100000_POP,39
2013,A,0,C,A,N,_L_KG_030901_1,KG11,M,PER_100000_POP,24
2014,A,0,C,A,N,_L_KG_030901_1,KG11,M,PER_100000_POP,28
2015,A,0,C,A,N,_L_KG_030901_1,KG11,M,PER_100000_POP,18
2016,A,0,C,A,N,_L_KG_030901_1,KG11,M,PER_100000_POP,15
2017,A,0,C,A,N,_L_KG_030901_1,KG11,M,PER_100000_POP,15
2018,A,0,C,A,N,_L_KG_030901_1,KG11,M,PER_100000_POP,19
2019,A,0,C,A,N,_L_KG_030901_1,KG11,M,PER_100000_POP,6
2007,A,0,C,A,N,_L_KG_030901_1,KG21,,PER_100000_POP,4
2011,A,0,C,A,N,_L_KG_030901_1,KG21,,PER_100000_POP,4
2012,A,0,C,A,N,_L_KG_030901_1,KG21,,PER_100000_POP,12
2015,A,0,C,A,N,_L_KG_030901_1,KG21,,PER_100000_POP,4
2019,A,0,C,A,N,_L_KG_030901_1,KG21,,PER_100000_POP,10
2007,A,0,C,A,N,_L_KG_030901_1,KG21,F,PER_100000_POP,7
2012,A,0,C,A,N,_L_KG_030901_1,KG21,F,PER_100000_POP,15
2011,A,0,C,A,N,_L_KG_030901_1,KG21,M,PER_100000_POP,8
2012,A,0,C,A,N,_L_KG_030901_1,KG21,M,PER_100000_POP,8
2015,A,0,C,A,N,_L_KG_030901_1,KG21,M,PER_100000_POP,8
2019,A,0,C,A,N,_L_KG_030901_1,KG21,M,PER_100000_POP,20
