Year,OBS_STATUS,UNIT_MULT,NATURE,FREQ,REPORTING_TYPE,SERIES,REF_AREA,URBANISATION,UNIT_MEASURE,Value
2008,A,0,C,A,N,SN_ITK_DEFC,KG06,,PT,50.124177
2009,A,0,C,A,N,SN_ITK_DEFC,KG06,,PT,46.700596
2010,A,0,C,A,N,SN_ITK_DEFC,KG06,,PT,46.190482
2011,A,0,C,A,N,SN_ITK_DEFC,KG06,,PT,47.071675
2012,A,0,C,A,N,SN_ITK_DEFC,KG06,,PT,54.141276
2013,A,0,C,A,N,SN_ITK_DEFC,KG06,,PT,47.140618
2014,A,0,C,A,N,SN_ITK_DEFC,KG06,,PT,33.115
2015,A,0,C,A,N,SN_ITK_DEFC,KG06,,PT,37.884188
2016,A,0,C,A,N,SN_ITK_DEFC,KG06,,PT,39.4276
2017,A,0,C,A,N,SN_ITK_DEFC,KG06,,PT,42.7541
2018,A,0,C,A,N,SN_ITK_DEFC,KG06,,PT,41.5
2019,A,0,C,A,N,SN_ITK_DEFC,KG06,,PT,36.6
2000,A,0,C,A,N,SN_ITK_DEFC,KG07,,PT,63.975403
2001,A,0,C,A,N,SN_ITK_DEFC,KG07,,PT,77.544184
2002,A,0,C,A,N,SN_ITK_DEFC,KG07,,PT,49.613657
2003,A,0,C,A,N,SN_ITK_DEFC,KG07,,PT,57.113622
2004,A,0,C,A,N,SN_ITK_DEFC,KG07,,PT,56.048502
2005,A,0,C,A,N,SN_ITK_DEFC,KG07,,PT,42.225864
2006,A,0,C,A,N,SN_ITK_DEFC,KG07,,PT,48.801285
2007,A,0,C,A,N,SN_ITK_DEFC,KG07,,PT,44.743736
2008,A,0,C,A,N,SN_ITK_DEFC,KG07,,PT,46.638489
2009,A,0,C,A,N,SN_ITK_DEFC,KG07,,PT,39.560145
2010,A,0,C,A,N,SN_ITK_DEFC,KG07,,PT,38.135796
2011,A,0,C,A,N,SN_ITK_DEFC,KG07,,PT,41.962558
2012,A,0,C,A,N,SN_ITK_DEFC,KG07,,PT,42.399891
2013,A,0,C,A,N,SN_ITK_DEFC,KG07,,PT,23.469023
2014,A,0,C,A,N,SN_ITK_DEFC,KG07,,PT,27.367498
2015,A,0,C,A,N,SN_ITK_DEFC,KG07,,PT,28.689411
2016,A,0,C,A,N,SN_ITK_DEFC,KG07,,PT,27.3539
2017,A,0,C,A,N,SN_ITK_DEFC,KG07,,PT,34.8662
2018,A,0,C,A,N,SN_ITK_DEFC,KG07,,PT,36.1
2019,A,0,C,A,N,SN_ITK_DEFC,KG07,,PT,37.0
2000,A,0,C,A,N,SN_ITK_DEFC,KG08,,PT,46.583904
2001,A,0,C,A,N,SN_ITK_DEFC,KG08,,PT,64.318147
2002,A,0,C,A,N,SN_ITK_DEFC,KG08,,PT,39.251547
2003,A,0,C,A,N,SN_ITK_DEFC,KG08,,PT,39.42033
2004,A,0,C,A,N,SN_ITK_DEFC,KG08,,PT,33.925261
2005,A,0,C,A,N,SN_ITK_DEFC,KG08,,PT,33.550114
2006,A,0,C,A,N,SN_ITK_DEFC,KG08,,PT,27.796785
2007,A,0,C,A,N,SN_ITK_DEFC,KG08,,PT,31.993627
2008,A,0,C,A,N,SN_ITK_DEFC,KG08,,PT,32.482469
2009,A,0,C,A,N,SN_ITK_DEFC,KG08,,PT,35.879613
2010,A,0,C,A,N,SN_ITK_DEFC,KG08,,PT,30.869436
2011,A,0,C,A,N,SN_ITK_DEFC,KG08,,PT,39.349758
2012,A,0,C,A,N,SN_ITK_DEFC,KG08,,PT,35.689813
2013,A,0,C,A,N,SN_ITK_DEFC,KG08,,PT,44.223608
2014,A,0,C,A,N,SN_ITK_DEFC,KG08,,PT,51.04221
2015,A,0,C,A,N,SN_ITK_DEFC,KG08,,PT,52.441412
2016,A,0,C,A,N,SN_ITK_DEFC,KG08,,PT,43.6365
2017,A,0,C,A,N,SN_ITK_DEFC,KG08,,PT,58.4127
2018,A,0,C,A,N,SN_ITK_DEFC,KG08,,PT,41.2
2019,A,0,C,A,N,SN_ITK_DEFC,KG08,,PT,56.0
2000,A,0,C,A,N,SN_ITK_DEFC,KG11,,PT,68.003731
2001,A,0,C,A,N,SN_ITK_DEFC,KG11,,PT,85.640504
2002,A,0,C,A,N,SN_ITK_DEFC,KG11,,PT,68.047002
2003,A,0,C,A,N,SN_ITK_DEFC,KG11,,PT,65.35321
2004,A,0,C,A,N,SN_ITK_DEFC,KG11,,PT,47.93348
2005,A,0,C,A,N,SN_ITK_DEFC,KG11,,PT,48.511241
2006,A,0,C,A,N,SN_ITK_DEFC,KG11,,PT,37.044933
2007,A,0,C,A,N,SN_ITK_DEFC,KG11,,PT,40.680531
2008,A,0,C,A,N,SN_ITK_DEFC,KG11,,PT,39.336853
2009,A,0,C,A,N,SN_ITK_DEFC,KG11,,PT,35.924393
2010,A,0,C,A,N,SN_ITK_DEFC,KG11,,PT,39.823376
2011,A,0,C,A,N,SN_ITK_DEFC,KG11,,PT,49.68253
2012,A,0,C,A,N,SN_ITK_DEFC,KG11,,PT,63.775511
2013,A,0,C,A,N,SN_ITK_DEFC,KG11,,PT,43.930005
2014,A,0,C,A,N,SN_ITK_DEFC,KG11,,PT,54.032632
2015,A,0,C,A,N,SN_ITK_DEFC,KG11,,PT,65.190118
2016,A,0,C,A,N,SN_ITK_DEFC,KG11,,PT,49.217
2017,A,0,C,A,N,SN_ITK_DEFC,KG11,,PT,60.2912
2018,A,0,C,A,N,SN_ITK_DEFC,KG11,,PT,51.8
2019,A,0,C,A,N,SN_ITK_DEFC,KG11,,PT,53.7
2013,A,0,C,A,N,SN_ITK_DEFC,KG21,,PT,69.262253
2014,A,0,C,A,N,SN_ITK_DEFC,KG21,,PT,67.223461
2015,A,0,C,A,N,SN_ITK_DEFC,KG21,,PT,67.700759
2016,A,0,C,A,N,SN_ITK_DEFC,KG21,,PT,54.4469
2017,A,0,C,A,N,SN_ITK_DEFC,KG21,,PT,72.2366
2018,A,0,C,A,N,SN_ITK_DEFC,KG21,,PT,70.1
2019,A,0,C,A,N,SN_ITK_DEFC,KG21,,PT,59.3
