Year,OBS_STATUS,UNIT_MULT,NATURE,FREQ,REPORTING_TYPE,SERIES,REF_AREA,SEX,UNIT_MEASURE,Value
2009,A,5,C,A,N,SL_EMP_FTLINJUR,KG05,,PT,21.645959
2010,A,5,C,A,N,SL_EMP_FTLINJUR,KG05,,PT,15.755475
2011,A,5,C,A,N,SL_EMP_FTLINJUR,KG05,,PT,13.845621
2012,A,5,C,A,N,SL_EMP_FTLINJUR,KG05,,PT,10.351253
2013,A,5,C,A,N,SL_EMP_FTLINJUR,KG05,,PT,12.475439
2014,A,5,C,A,N,SL_EMP_FTLINJUR,KG05,,PT,2.86574
2015,A,5,C,A,N,SL_EMP_FTLINJUR,KG05,,PT,17.705905
2016,A,5,C,A,N,SL_EMP_FTLINJUR,KG05,,PT,20.716188
2017,A,5,C,A,N,SL_EMP_FTLINJUR,KG05,,PT,11.266019
2018,A,5,C,A,N,SL_EMP_FTLINJUR,KG05,,PT,2.849977
2019,A,5,C,A,N,SL_EMP_FTLINJUR,KG05,,PT,14.151477
2007,A,5,C,A,N,SL_EMP_FTLINJUR,KG05,M,PT,7.11187
2008,A,5,C,A,N,SL_EMP_FTLINJUR,KG05,M,PT,7.190106
2009,A,5,C,A,N,SL_EMP_FTLINJUR,KG05,M,PT,41.52479
2010,A,5,C,A,N,SL_EMP_FTLINJUR,KG05,M,PT,28.176951
2011,A,5,C,A,N,SL_EMP_FTLINJUR,KG05,M,PT,26.668445
2012,A,5,C,A,N,SL_EMP_FTLINJUR,KG05,M,PT,20.19794
2013,A,5,C,A,N,SL_EMP_FTLINJUR,KG05,M,PT,23.565453
2014,A,5,C,A,N,SL_EMP_FTLINJUR,KG05,M,PT,6.255865
2015,A,5,C,A,N,SL_EMP_FTLINJUR,KG05,M,PT,38.56289
2016,A,5,C,A,N,SL_EMP_FTLINJUR,KG05,M,PT,43.859649
2017,A,5,C,A,N,SL_EMP_FTLINJUR,KG05,M,PT,24.816975
2018,A,5,C,A,N,SL_EMP_FTLINJUR,KG05,M,PT,6.485505
2019,A,5,C,A,N,SL_EMP_FTLINJUR,KG05,M,PT,32.036907
2007,A,5,C,A,N,SL_EMP_FTLINJUR,KG03,,PT,3.583972
2008,A,5,C,A,N,SL_EMP_FTLINJUR,KG03,,PT,4.534393
2009,A,5,C,A,N,SL_EMP_FTLINJUR,KG03,,PT,3.352498
2010,A,5,C,A,N,SL_EMP_FTLINJUR,KG03,,PT,1.65191
2011,A,5,C,A,N,SL_EMP_FTLINJUR,KG03,,PT,4.722773
2012,A,5,C,A,N,SL_EMP_FTLINJUR,KG03,,PT,9.200055
2013,A,5,C,A,N,SL_EMP_FTLINJUR,KG03,,PT,9.390847
2014,A,5,C,A,N,SL_EMP_FTLINJUR,KG03,,PT,3.023614
2015,A,5,C,A,N,SL_EMP_FTLINJUR,KG03,,PT,2.776081
2016,A,5,C,A,N,SL_EMP_FTLINJUR,KG03,,PT,1.395557
2017,A,5,C,A,N,SL_EMP_FTLINJUR,KG03,,PT,13.231714
2013,A,5,C,A,N,SL_EMP_FTLINJUR,KG03,F,PT,2.833263
2007,A,5,C,A,N,SL_EMP_FTLINJUR,KG03,M,PT,7.714264
2008,A,5,C,A,N,SL_EMP_FTLINJUR,KG03,M,PT,9.484367
2009,A,5,C,A,N,SL_EMP_FTLINJUR,KG03,M,PT,7.03705
2010,A,5,C,A,N,SL_EMP_FTLINJUR,KG03,M,PT,3.454351
2011,A,5,C,A,N,SL_EMP_FTLINJUR,KG03,M,PT,10.300783
2012,A,5,C,A,N,SL_EMP_FTLINJUR,KG03,M,PT,20.34381
2013,A,5,C,A,N,SL_EMP_FTLINJUR,KG03,M,PT,17.484352
2014,A,5,C,A,N,SL_EMP_FTLINJUR,KG03,M,PT,6.547716
2015,A,5,C,A,N,SL_EMP_FTLINJUR,KG03,M,PT,6.146848
2016,A,5,C,A,N,SL_EMP_FTLINJUR,KG03,M,PT,3.084611
2017,A,5,C,A,N,SL_EMP_FTLINJUR,KG03,M,PT,29.022521
2007,A,5,C,A,N,SL_EMP_FTLINJUR,KG02,,PT,13.136807
2008,A,5,C,A,N,SL_EMP_FTLINJUR,KG02,,PT,2.646273
2009,A,5,C,A,N,SL_EMP_FTLINJUR,KG02,,PT,16.290182
2010,A,5,C,A,N,SL_EMP_FTLINJUR,KG02,,PT,7.840063
2011,A,5,C,A,N,SL_EMP_FTLINJUR,KG02,,PT,2.596189
2012,A,5,C,A,N,SL_EMP_FTLINJUR,KG02,,PT,5.463287
2014,A,5,C,A,N,SL_EMP_FTLINJUR,KG02,,PT,2.655901
2015,A,5,C,A,N,SL_EMP_FTLINJUR,KG02,,PT,7.797879
2016,A,5,C,A,N,SL_EMP_FTLINJUR,KG02,,PT,10.529918
2017,A,5,C,A,N,SL_EMP_FTLINJUR,KG02,,PT,7.956927
2018,A,5,C,A,N,SL_EMP_FTLINJUR,KG02,,PT,2.535947
2019,A,5,C,A,N,SL_EMP_FTLINJUR,KG02,,PT,7.904722
2007,A,5,C,A,N,SL_EMP_FTLINJUR,KG02,F,PT,5.253204
2009,A,5,C,A,N,SL_EMP_FTLINJUR,KG02,F,PT,16.760713
2010,A,5,C,A,N,SL_EMP_FTLINJUR,KG02,F,PT,5.038799
2007,A,5,C,A,N,SL_EMP_FTLINJUR,KG02,M,PT,21.024967
2008,A,5,C,A,N,SL_EMP_FTLINJUR,KG02,M,PT,5.302789
2009,A,5,C,A,N,SL_EMP_FTLINJUR,KG02,M,PT,15.845349
2010,A,5,C,A,N,SL_EMP_FTLINJUR,KG02,M,PT,10.858353
2011,A,5,C,A,N,SL_EMP_FTLINJUR,KG02,M,PT,5.352746
2012,A,5,C,A,N,SL_EMP_FTLINJUR,KG02,M,PT,11.813349
2013,A,5,C,A,N,SL_EMP_FTLINJUR,KG02,M,PT,0.0
2014,A,5,C,A,N,SL_EMP_FTLINJUR,KG02,M,PT,5.590652
2015,A,5,C,A,N,SL_EMP_FTLINJUR,KG02,M,PT,16.993316
2016,A,5,C,A,N,SL_EMP_FTLINJUR,KG02,M,PT,22.840176
2017,A,5,C,A,N,SL_EMP_FTLINJUR,KG02,M,PT,17.059994
2018,A,5,C,A,N,SL_EMP_FTLINJUR,KG02,M,PT,5.593467
2019,A,5,C,A,N,SL_EMP_FTLINJUR,KG02,M,PT,17.360106
2007,A,5,C,A,N,SL_EMP_FTLINJUR,KG04,,PT,17.955739
2008,A,5,C,A,N,SL_EMP_FTLINJUR,KG04,,PT,4.448003
2009,A,5,C,A,N,SL_EMP_FTLINJUR,KG04,,PT,8.653139
2010,A,5,C,A,N,SL_EMP_FTLINJUR,KG04,,PT,8.600301
2011,A,5,C,A,N,SL_EMP_FTLINJUR,KG04,,PT,8.443094
2012,A,5,C,A,N,SL_EMP_FTLINJUR,KG04,,PT,8.285691
2013,A,5,C,A,N,SL_EMP_FTLINJUR,KG04,,PT,8.224022
2014,A,5,C,A,N,SL_EMP_FTLINJUR,KG04,,PT,16.345879
2015,A,5,C,A,N,SL_EMP_FTLINJUR,KG04,,PT,3.700278
2016,A,5,C,A,N,SL_EMP_FTLINJUR,KG04,,PT,19.647137
2017,A,5,C,A,N,SL_EMP_FTLINJUR,KG04,,PT,19.320685
2019,A,5,C,A,N,SL_EMP_FTLINJUR,KG04,,PT,7.69586
2008,A,5,C,A,N,SL_EMP_FTLINJUR,KG04,F,PT,8.058667
2009,A,5,C,A,N,SL_EMP_FTLINJUR,KG04,F,PT,7.907639
2010,A,5,C,A,N,SL_EMP_FTLINJUR,KG04,F,PT,7.789375
2007,A,5,C,A,N,SL_EMP_FTLINJUR,KG04,M,PT,38.71842
2009,A,5,C,A,N,SL_EMP_FTLINJUR,KG04,M,PT,9.553836
2010,A,5,C,A,N,SL_EMP_FTLINJUR,KG04,M,PT,9.599693
2011,A,5,C,A,N,SL_EMP_FTLINJUR,KG04,M,PT,18.703825
2012,A,5,C,A,N,SL_EMP_FTLINJUR,KG04,M,PT,18.637592
2013,A,5,C,A,N,SL_EMP_FTLINJUR,KG04,M,PT,18.883958
2014,A,5,C,A,N,SL_EMP_FTLINJUR,KG04,M,PT,37.703836
2015,A,5,C,A,N,SL_EMP_FTLINJUR,KG04,M,PT,8.688097
2016,A,5,C,A,N,SL_EMP_FTLINJUR,KG04,M,PT,45.195697
2017,A,5,C,A,N,SL_EMP_FTLINJUR,KG04,M,PT,43.402778
2019,A,5,C,A,N,SL_EMP_FTLINJUR,KG04,M,PT,17.711654
2007,A,5,C,A,N,SL_EMP_FTLINJUR,KG06,,PT,0.0
2008,A,5,C,A,N,SL_EMP_FTLINJUR,KG06,,PT,2.148043
2009,A,5,C,A,N,SL_EMP_FTLINJUR,KG06,,PT,4.345181
2011,A,5,C,A,N,SL_EMP_FTLINJUR,KG06,,PT,7.250755
2013,A,5,C,A,N,SL_EMP_FTLINJUR,KG06,,PT,2.649638
2015,A,5,C,A,N,SL_EMP_FTLINJUR,KG06,,PT,2.590741
2017,A,5,C,A,N,SL_EMP_FTLINJUR,KG06,,PT,6.776751
2007,A,5,C,A,N,SL_EMP_FTLINJUR,KG06,M,PT,0.0
2008,A,5,C,A,N,SL_EMP_FTLINJUR,KG06,M,PT,4.880906
2009,A,5,C,A,N,SL_EMP_FTLINJUR,KG06,M,PT,11.227125
2011,A,5,C,A,N,SL_EMP_FTLINJUR,KG06,M,PT,17.884822
2013,A,5,C,A,N,SL_EMP_FTLINJUR,KG06,M,PT,6.378365
2015,A,5,C,A,N,SL_EMP_FTLINJUR,KG06,M,PT,6.510417
2017,A,5,C,A,N,SL_EMP_FTLINJUR,KG06,M,PT,16.669445
2007,A,5,C,A,N,SL_EMP_FTLINJUR,KG07,,PT,5.755727
2008,A,5,C,A,N,SL_EMP_FTLINJUR,KG07,,PT,5.701579
2009,A,5,C,A,N,SL_EMP_FTLINJUR,KG07,,PT,5.350455
2010,A,5,C,A,N,SL_EMP_FTLINJUR,KG07,,PT,5.483659
2011,A,5,C,A,N,SL_EMP_FTLINJUR,KG07,,PT,10.582571
2012,A,5,C,A,N,SL_EMP_FTLINJUR,KG07,,PT,5.259006
2013,A,5,C,A,N,SL_EMP_FTLINJUR,KG07,,PT,30.616931
2014,A,5,C,A,N,SL_EMP_FTLINJUR,KG07,,PT,10.404745
2015,A,5,C,A,N,SL_EMP_FTLINJUR,KG07,,PT,10.041169
2017,A,5,C,A,N,SL_EMP_FTLINJUR,KG07,,PT,5.102301
2018,A,5,C,A,N,SL_EMP_FTLINJUR,KG07,,PT,4.923198
2019,A,5,C,A,N,SL_EMP_FTLINJUR,KG07,,PT,4.641233
2007,A,5,C,A,N,SL_EMP_FTLINJUR,KG07,M,PT,13.294337
2008,A,5,C,A,N,SL_EMP_FTLINJUR,KG07,M,PT,13.486177
2009,A,5,C,A,N,SL_EMP_FTLINJUR,KG07,M,PT,12.292563
2010,A,5,C,A,N,SL_EMP_FTLINJUR,KG07,M,PT,11.875074
2011,A,5,C,A,N,SL_EMP_FTLINJUR,KG07,M,PT,23.419204
2012,A,5,C,A,N,SL_EMP_FTLINJUR,KG07,M,PT,11.546011
2013,A,5,C,A,N,SL_EMP_FTLINJUR,KG07,M,PT,66.55574
2014,A,5,C,A,N,SL_EMP_FTLINJUR,KG07,M,PT,22.606533
2015,A,5,C,A,N,SL_EMP_FTLINJUR,KG07,M,PT,21.746222
2017,A,5,C,A,N,SL_EMP_FTLINJUR,KG07,M,PT,11.318619
2018,A,5,C,A,N,SL_EMP_FTLINJUR,KG07,M,PT,10.5241
2019,A,5,C,A,N,SL_EMP_FTLINJUR,KG07,M,PT,10.310341
2007,A,5,C,A,N,SL_EMP_FTLINJUR,KG08,,PT,6.682348
2008,A,5,C,A,N,SL_EMP_FTLINJUR,KG08,,PT,9.966399
2010,A,5,C,A,N,SL_EMP_FTLINJUR,KG08,,PT,4.774409
2011,A,5,C,A,N,SL_EMP_FTLINJUR,KG08,,PT,3.330447
2012,A,5,C,A,N,SL_EMP_FTLINJUR,KG08,,PT,6.30517
2014,A,5,C,A,N,SL_EMP_FTLINJUR,KG08,,PT,4.936728
2015,A,5,C,A,N,SL_EMP_FTLINJUR,KG08,,PT,3.206927
2016,A,5,C,A,N,SL_EMP_FTLINJUR,KG08,,PT,3.181016
2017,A,5,C,A,N,SL_EMP_FTLINJUR,KG08,,PT,3.310107
2019,A,5,C,A,N,SL_EMP_FTLINJUR,KG08,,PT,1.539219
2007,A,5,C,A,N,SL_EMP_FTLINJUR,KG08,F,PT,2.70966
2011,A,5,C,A,N,SL_EMP_FTLINJUR,KG08,F,PT,3.153977
2014,A,5,C,A,N,SL_EMP_FTLINJUR,KG08,F,PT,9.577932
2015,A,5,C,A,N,SL_EMP_FTLINJUR,KG08,F,PT,6.113964
2007,A,5,C,A,N,SL_EMP_FTLINJUR,KG08,M,PT,10.548801
2008,A,5,C,A,N,SL_EMP_FTLINJUR,KG08,M,PT,19.312476
2010,A,5,C,A,N,SL_EMP_FTLINJUR,KG08,M,PT,9.819967
2011,A,5,C,A,N,SL_EMP_FTLINJUR,KG08,M,PT,3.527835
2012,A,5,C,A,N,SL_EMP_FTLINJUR,KG08,M,PT,13.373901
2016,A,5,C,A,N,SL_EMP_FTLINJUR,KG08,M,PT,6.325911
2017,A,5,C,A,N,SL_EMP_FTLINJUR,KG08,M,PT,6.583712
2019,A,5,C,A,N,SL_EMP_FTLINJUR,KG08,M,PT,3.081379
2007,A,5,C,A,N,SL_EMP_FTLINJUR,KG11,,PT,1.915843
2008,A,5,C,A,N,SL_EMP_FTLINJUR,KG11,,PT,3.29511
2009,A,5,C,A,N,SL_EMP_FTLINJUR,KG11,,PT,3.061062
2010,A,5,C,A,N,SL_EMP_FTLINJUR,KG11,,PT,7.233404
2011,A,5,C,A,N,SL_EMP_FTLINJUR,KG11,,PT,2.298164
2012,A,5,C,A,N,SL_EMP_FTLINJUR,KG11,,PT,2.218414
2013,A,5,C,A,N,SL_EMP_FTLINJUR,KG11,,PT,3.875561
2014,A,5,C,A,N,SL_EMP_FTLINJUR,KG11,,PT,1.662704
2015,A,5,C,A,N,SL_EMP_FTLINJUR,KG11,,PT,1.669542
2016,A,5,C,A,N,SL_EMP_FTLINJUR,KG11,,PT,3.29857
2017,A,5,C,A,N,SL_EMP_FTLINJUR,KG11,,PT,2.162723
2018,A,5,C,A,N,SL_EMP_FTLINJUR,KG11,,PT,2.126042
2019,A,5,C,A,N,SL_EMP_FTLINJUR,KG11,,PT,2.024005
2013,A,5,C,A,N,SL_EMP_FTLINJUR,KG11,F,PT,1.07118
2016,A,5,C,A,N,SL_EMP_FTLINJUR,KG11,F,PT,1.059558
2018,A,5,C,A,N,SL_EMP_FTLINJUR,KG11,F,PT,1.017491
2007,A,5,C,A,N,SL_EMP_FTLINJUR,KG11,M,PT,4.280822
2008,A,5,C,A,N,SL_EMP_FTLINJUR,KG11,M,PT,6.68342
2009,A,5,C,A,N,SL_EMP_FTLINJUR,KG11,M,PT,6.186434
2010,A,5,C,A,N,SL_EMP_FTLINJUR,KG11,M,PT,14.513261
2011,A,5,C,A,N,SL_EMP_FTLINJUR,KG11,M,PT,4.34967
2012,A,5,C,A,N,SL_EMP_FTLINJUR,KG11,M,PT,4.50121
2013,A,5,C,A,N,SL_EMP_FTLINJUR,KG11,M,PT,6.875688
2014,A,5,C,A,N,SL_EMP_FTLINJUR,KG11,M,PT,3.41328
2015,A,5,C,A,N,SL_EMP_FTLINJUR,KG11,M,PT,3.486669
2016,A,5,C,A,N,SL_EMP_FTLINJUR,KG11,M,PT,5.71311
2017,A,5,C,A,N,SL_EMP_FTLINJUR,KG11,M,PT,4.530781
2018,A,5,C,A,N,SL_EMP_FTLINJUR,KG11,M,PT,3.338452
2019,A,5,C,A,N,SL_EMP_FTLINJUR,KG11,M,PT,4.205612
2007,A,5,C,A,N,SL_EMP_FTLINJUR,KG21,,PT,5.264266
2008,A,5,C,A,N,SL_EMP_FTLINJUR,KG21,,PT,7.598784
2009,A,5,C,A,N,SL_EMP_FTLINJUR,KG21,,PT,2.618418
2010,A,5,C,A,N,SL_EMP_FTLINJUR,KG21,,PT,7.900766
2011,A,5,C,A,N,SL_EMP_FTLINJUR,KG21,,PT,2.629849
2012,A,5,C,A,N,SL_EMP_FTLINJUR,KG21,,PT,2.666667
2013,A,5,C,A,N,SL_EMP_FTLINJUR,KG21,,PT,8.157938
2014,A,5,C,A,N,SL_EMP_FTLINJUR,KG21,,PT,5.178932
2015,A,5,C,A,N,SL_EMP_FTLINJUR,KG21,,PT,2.512879
2016,A,5,C,A,N,SL_EMP_FTLINJUR,KG21,,PT,2.492274
2017,A,5,C,A,N,SL_EMP_FTLINJUR,KG21,,PT,7.657554
2018,A,5,C,A,N,SL_EMP_FTLINJUR,KG21,,PT,2.617458
2007,A,5,C,A,N,SL_EMP_FTLINJUR,KG21,M,PT,10.292301
2008,A,5,C,A,N,SL_EMP_FTLINJUR,KG21,M,PT,15.067048
2009,A,5,C,A,N,SL_EMP_FTLINJUR,KG21,M,PT,5.023106
2010,A,5,C,A,N,SL_EMP_FTLINJUR,KG21,M,PT,15.020277
2011,A,5,C,A,N,SL_EMP_FTLINJUR,KG21,M,PT,5.037022
2012,A,5,C,A,N,SL_EMP_FTLINJUR,KG21,M,PT,5.200208
2013,A,5,C,A,N,SL_EMP_FTLINJUR,KG21,M,PT,16.2584
2014,A,5,C,A,N,SL_EMP_FTLINJUR,KG21,M,PT,10.437869
2015,A,5,C,A,N,SL_EMP_FTLINJUR,KG21,M,PT,4.948046
2016,A,5,C,A,N,SL_EMP_FTLINJUR,KG21,M,PT,5.088023
2017,A,5,C,A,N,SL_EMP_FTLINJUR,KG21,M,PT,16.135105
2018,A,5,C,A,N,SL_EMP_FTLINJUR,KG21,M,PT,5.567309
