Year,OBS_STATUS,UNIT_MULT,NATURE,FREQ,REPORTING_TYPE,SERIES,REF_AREA,SEX,UNIT_MEASURE,Value
2018,A,0,C,A,N,_L_KG_030501_1,KG03,F,PER_100000_POP,0.0
2019,A,0,C,A,N,_L_KG_030501_1,KG03,F,PER_100000_POP,0.0
2010,A,0,C,A,N,_L_KG_030501_1,KG03,M,PER_100000_POP,10.1
2013,A,0,C,A,N,_L_KG_030501_1,KG03,M,PER_100000_POP,6.4
2014,A,0,C,A,N,_L_KG_030501_1,KG03,M,PER_100000_POP,4.5
2015,A,0,C,A,N,_L_KG_030501_1,KG03,M,PER_100000_POP,2.5
2016,A,0,C,A,N,_L_KG_030501_1,KG03,M,PER_100000_POP,4.0
2017,A,0,C,A,N,_L_KG_030501_1,KG03,M,PER_100000_POP,3.7
2018,A,0,C,A,N,_L_KG_030501_1,KG03,M,PER_100000_POP,3.0
2019,A,0,C,A,N,_L_KG_030501_1,KG03,M,PER_100000_POP,1.3
2010,A,0,C,A,N,_L_KG_030501_1,KG02,,PER_100000_POP,2.9
2013,A,0,C,A,N,_L_KG_030501_1,KG02,,PER_100000_POP,4.8
2014,A,0,C,A,N,_L_KG_030501_1,KG02,,PER_100000_POP,5.0
2015,A,0,C,A,N,_L_KG_030501_1,KG02,,PER_100000_POP,6.4
2016,A,0,C,A,N,_L_KG_030501_1,KG02,,PER_100000_POP,3.6
2017,A,0,C,A,N,_L_KG_030501_1,KG02,,PER_100000_POP,5.8
2018,A,0,C,A,N,_L_KG_030501_1,KG02,,PER_100000_POP,0.6
2019,A,0,C,A,N,_L_KG_030501_1,KG02,,PER_100000_POP,0.2
2015,A,0,C,A,N,_L_KG_030501_1,KG02,F,PER_100000_POP,0.4
2018,A,0,C,A,N,_L_KG_030501_1,KG02,F,PER_100000_POP,0.0
2019,A,0,C,A,N,_L_KG_030501_1,KG02,F,PER_100000_POP,0.0
2010,A,0,C,A,N,_L_KG_030501_1,KG02,M,PER_100000_POP,5.9
2013,A,0,C,A,N,_L_KG_030501_1,KG02,M,PER_100000_POP,9.7
2014,A,0,C,A,N,_L_KG_030501_1,KG02,M,PER_100000_POP,10.0
2015,A,0,C,A,N,_L_KG_030501_1,KG02,M,PER_100000_POP,12.5
2016,A,0,C,A,N,_L_KG_030501_1,KG02,M,PER_100000_POP,7.2
2017,A,0,C,A,N,_L_KG_030501_1,KG02,M,PER_100000_POP,11.7
2018,A,0,C,A,N,_L_KG_030501_1,KG02,M,PER_100000_POP,1.2
2019,A,0,C,A,N,_L_KG_030501_1,KG02,M,PER_100000_POP,0.4
2010,A,0,C,A,N,_L_KG_030501_1,KG04,,PER_100000_POP,1.9
2013,A,0,C,A,N,_L_KG_030501_1,KG04,,PER_100000_POP,0.4
2014,A,0,C,A,N,_L_KG_030501_1,KG04,,PER_100000_POP,3.7
2015,A,0,C,A,N,_L_KG_030501_1,KG04,,PER_100000_POP,1.4
2017,A,0,C,A,N,_L_KG_030501_1,KG04,,PER_100000_POP,1.1
2018,A,0,C,A,N,_L_KG_030501_1,KG04,,PER_100000_POP,0.4
2019,A,0,C,A,N,_L_KG_030501_1,KG04,,PER_100000_POP,0.3
2010,A,0,C,A,N,_L_KG_030501_1,KG04,F,PER_100000_POP,0.8
2014,A,0,C,A,N,_L_KG_030501_1,KG04,F,PER_100000_POP,0.7
2018,A,0,C,A,N,_L_KG_030501_1,KG04,F,PER_100000_POP,0.0
2019,A,0,C,A,N,_L_KG_030501_1,KG04,F,PER_100000_POP,0.0
2010,A,0,C,A,N,_L_KG_030501_1,KG04,M,PER_100000_POP,3.0
2013,A,0,C,A,N,_L_KG_030501_1,KG04,M,PER_100000_POP,0.7
2014,A,0,C,A,N,_L_KG_030501_1,KG04,M,PER_100000_POP,6.5
2015,A,0,C,A,N,_L_KG_030501_1,KG04,M,PER_100000_POP,2.9
2017,A,0,C,A,N,_L_KG_030501_1,KG04,M,PER_100000_POP,2.1
2018,A,0,C,A,N,_L_KG_030501_1,KG04,M,PER_100000_POP,0.7
2019,A,0,C,A,N,_L_KG_030501_1,KG04,M,PER_100000_POP,0.7
2010,A,0,C,A,N,_L_KG_030501_1,KG06,,PER_100000_POP,1.6
2013,A,0,C,A,N,_L_KG_030501_1,KG06,,PER_100000_POP,2.3
2014,A,0,C,A,N,_L_KG_030501_1,KG06,,PER_100000_POP,0.8
2015,A,0,C,A,N,_L_KG_030501_1,KG06,,PER_100000_POP,1.8
2016,A,0,C,A,N,_L_KG_030501_1,KG06,,PER_100000_POP,0.9
2017,A,0,C,A,N,_L_KG_030501_1,KG06,,PER_100000_POP,0.5
2018,A,0,C,A,N,_L_KG_030501_1,KG06,,PER_100000_POP,2.6
2019,A,0,C,A,N,_L_KG_030501_1,KG06,,PER_100000_POP,0.4
2014,A,0,C,A,N,_L_KG_030501_1,KG06,F,PER_100000_POP,0.2
2018,A,0,C,A,N,_L_KG_030501_1,KG06,F,PER_100000_POP,0.0
2019,A,0,C,A,N,_L_KG_030501_1,KG06,F,PER_100000_POP,0.0
2010,A,0,C,A,N,_L_KG_030501_1,KG06,M,PER_100000_POP,3.2
2013,A,0,C,A,N,_L_KG_030501_1,KG06,M,PER_100000_POP,4.5
2014,A,0,C,A,N,_L_KG_030501_1,KG06,M,PER_100000_POP,1.5
2015,A,0,C,A,N,_L_KG_030501_1,KG06,M,PER_100000_POP,3.5
2016,A,0,C,A,N,_L_KG_030501_1,KG06,M,PER_100000_POP,1.9
2017,A,0,C,A,N,_L_KG_030501_1,KG06,M,PER_100000_POP,0.9
2018,A,0,C,A,N,_L_KG_030501_1,KG06,M,PER_100000_POP,5.2
2019,A,0,C,A,N,_L_KG_030501_1,KG06,M,PER_100000_POP,0.7
2010,A,0,C,A,N,_L_KG_030501_1,KG07,,PER_100000_POP,6.9
2013,A,0,C,A,N,_L_KG_030501_1,KG07,,PER_100000_POP,3.3
2014,A,0,C,A,N,_L_KG_030501_1,KG07,,PER_100000_POP,4.1
2015,A,0,C,A,N,_L_KG_030501_1,KG07,,PER_100000_POP,7.2
2016,A,0,C,A,N,_L_KG_030501_1,KG07,,PER_100000_POP,2.0
2017,A,0,C,A,N,_L_KG_030501_1,KG07,,PER_100000_POP,1.6
2018,A,0,C,A,N,_L_KG_030501_1,KG07,,PER_100000_POP,1.9
2019,A,0,C,A,N,_L_KG_030501_1,KG07,,PER_100000_POP,4.9
2010,A,0,C,A,N,_L_KG_030501_1,KG07,F,PER_100000_POP,0.9
2014,A,0,C,A,N,_L_KG_030501_1,KG07,F,PER_100000_POP,0.8
2018,A,0,C,A,N,_L_KG_030501_1,KG07,F,PER_100000_POP,0.0
2019,A,0,C,A,N,_L_KG_030501_1,KG07,F,PER_100000_POP,0.0
2010,A,0,C,A,N,_L_KG_030501_1,KG07,M,PER_100000_POP,13.0
2013,A,0,C,A,N,_L_KG_030501_1,KG07,M,PER_100000_POP,6.6
2014,A,0,C,A,N,_L_KG_030501_1,KG07,M,PER_100000_POP,7.3
2015,A,0,C,A,N,_L_KG_030501_1,KG07,M,PER_100000_POP,14.3
2016,A,0,C,A,N,_L_KG_030501_1,KG07,M,PER_100000_POP,3.9
2017,A,0,C,A,N,_L_KG_030501_1,KG07,M,PER_100000_POP,3.1
2018,A,0,C,A,N,_L_KG_030501_1,KG07,M,PER_100000_POP,3.8
2019,A,0,C,A,N,_L_KG_030501_1,KG07,M,PER_100000_POP,9.7
2010,A,0,C,A,N,_L_KG_030501_1,KG08,,PER_100000_POP,31.8
2013,A,0,C,A,N,_L_KG_030501_1,KG08,,PER_100000_POP,20.4
2014,A,0,C,A,N,_L_KG_030501_1,KG08,,PER_100000_POP,15.2
2015,A,0,C,A,N,_L_KG_030501_1,KG08,,PER_100000_POP,12.3
2016,A,0,C,A,N,_L_KG_030501_1,KG08,,PER_100000_POP,17.3
2017,A,0,C,A,N,_L_KG_030501_1,KG08,,PER_100000_POP,11.3
2018,A,0,C,A,N,_L_KG_030501_1,KG08,,PER_100000_POP,6.4
2019,A,0,C,A,N,_L_KG_030501_1,KG08,,PER_100000_POP,5.8
2010,A,0,C,A,N,_L_KG_030501_1,KG08,F,PER_100000_POP,2.7
2013,A,0,C,A,N,_L_KG_030501_1,KG08,F,PER_100000_POP,0.5
2014,A,0,C,A,N,_L_KG_030501_1,KG08,F,PER_100000_POP,0.9
2015,A,0,C,A,N,_L_KG_030501_1,KG08,F,PER_100000_POP,1.6
2016,A,0,C,A,N,_L_KG_030501_1,KG08,F,PER_100000_POP,2.0
2017,A,0,C,A,N,_L_KG_030501_1,KG08,F,PER_100000_POP,0.4
2018,A,0,C,A,N,_L_KG_030501_1,KG08,F,PER_100000_POP,0.8
2019,A,0,C,A,N,_L_KG_030501_1,KG08,F,PER_100000_POP,0.4
2010,A,0,C,A,N,_L_KG_030501_1,KG08,M,PER_100000_POP,61.9
2013,A,0,C,A,N,_L_KG_030501_1,KG08,M,PER_100000_POP,41.1
2014,A,0,C,A,N,_L_KG_030501_1,KG08,M,PER_100000_POP,29.9
2015,A,0,C,A,N,_L_KG_030501_1,KG08,M,PER_100000_POP,23.3
2016,A,0,C,A,N,_L_KG_030501_1,KG08,M,PER_100000_POP,33.1
2017,A,0,C,A,N,_L_KG_030501_1,KG08,M,PER_100000_POP,22.5
2018,A,0,C,A,N,_L_KG_030501_1,KG08,M,PER_100000_POP,12.2
2019,A,0,C,A,N,_L_KG_030501_1,KG08,M,PER_100000_POP,11.3
2010,A,0,C,A,N,_L_KG_030501_1,KG11,,PER_100000_POP,37.2
2013,A,0,C,A,N,_L_KG_030501_1,KG11,,PER_100000_POP,22.1
2014,A,0,C,A,N,_L_KG_030501_1,KG11,,PER_100000_POP,23.3
2015,A,0,C,A,N,_L_KG_030501_1,KG11,,PER_100000_POP,16.0
2016,A,0,C,A,N,_L_KG_030501_1,KG11,,PER_100000_POP,20.7
2017,A,0,C,A,N,_L_KG_030501_1,KG11,,PER_100000_POP,9.1
2018,A,0,C,A,N,_L_KG_030501_1,KG11,,PER_100000_POP,13.2
2019,A,0,C,A,N,_L_KG_030501_1,KG11,,PER_100000_POP,6.4
2010,A,0,C,A,N,_L_KG_030501_1,KG11,F,PER_100000_POP,6.6
2013,A,0,C,A,N,_L_KG_030501_1,KG11,F,PER_100000_POP,2.1
2014,A,0,C,A,N,_L_KG_030501_1,KG11,F,PER_100000_POP,4.6
2015,A,0,C,A,N,_L_KG_030501_1,KG11,F,PER_100000_POP,0.8
2016,A,0,C,A,N,_L_KG_030501_1,KG11,F,PER_100000_POP,1.2
2017,A,0,C,A,N,_L_KG_030501_1,KG11,F,PER_100000_POP,0.9
2018,A,0,C,A,N,_L_KG_030501_1,KG11,F,PER_100000_POP,0.9
2019,A,0,C,A,N,_L_KG_030501_1,KG11,F,PER_100000_POP,0.0
2010,A,0,C,A,N,_L_KG_030501_1,KG11,M,PER_100000_POP,72.5
2013,A,0,C,A,N,_L_KG_030501_1,KG11,M,PER_100000_POP,45.1
2014,A,0,C,A,N,_L_KG_030501_1,KG11,M,PER_100000_POP,44.7
2015,A,0,C,A,N,_L_KG_030501_1,KG11,M,PER_100000_POP,33.5
2016,A,0,C,A,N,_L_KG_030501_1,KG11,M,PER_100000_POP,43.0
2017,A,0,C,A,N,_L_KG_030501_1,KG11,M,PER_100000_POP,18.3
2018,A,0,C,A,N,_L_KG_030501_1,KG11,M,PER_100000_POP,27.2
2019,A,0,C,A,N,_L_KG_030501_1,KG11,M,PER_100000_POP,13.7
2010,A,0,C,A,N,_L_KG_030501_1,KG21,,PER_100000_POP,15.5
2013,A,0,C,A,N,_L_KG_030501_1,KG21,,PER_100000_POP,5.3
2014,A,0,C,A,N,_L_KG_030501_1,KG21,,PER_100000_POP,6.7
2015,A,0,C,A,N,_L_KG_030501_1,KG21,,PER_100000_POP,16.8
2016,A,0,C,A,N,_L_KG_030501_1,KG21,,PER_100000_POP,13.3
2017,A,0,C,A,N,_L_KG_030501_1,KG21,,PER_100000_POP,2.8
2018,A,0,C,A,N,_L_KG_030501_1,KG21,,PER_100000_POP,9.9
2019,A,0,C,A,N,_L_KG_030501_1,KG21,,PER_100000_POP,2.9
2010,A,0,C,A,N,_L_KG_030501_1,KG21,F,PER_100000_POP,1.5
2013,A,0,C,A,N,_L_KG_030501_1,KG21,F,PER_100000_POP,0.7
2015,A,0,C,A,N,_L_KG_030501_1,KG21,F,PER_100000_POP,0.7
2018,A,0,C,A,N,_L_KG_030501_1,KG21,F,PER_100000_POP,2.0
2019,A,0,C,A,N,_L_KG_030501_1,KG21,F,PER_100000_POP,0.6
2010,A,0,C,A,N,_L_KG_030501_1,KG21,M,PER_100000_POP,30.8
2013,A,0,C,A,N,_L_KG_030501_1,KG21,M,PER_100000_POP,10.3
2014,A,0,C,A,N,_L_KG_030501_1,KG21,M,PER_100000_POP,14.0
2015,A,0,C,A,N,_L_KG_030501_1,KG21,M,PER_100000_POP,34.2
2016,A,0,C,A,N,_L_KG_030501_1,KG21,M,PER_100000_POP,27.5
2017,A,0,C,A,N,_L_KG_030501_1,KG21,M,PER_100000_POP,5.8
2018,A,0,C,A,N,_L_KG_030501_1,KG21,M,PER_100000_POP,18.3
2019,A,0,C,A,N,_L_KG_030501_1,KG21,M,PER_100000_POP,5.4
